only_if%4:02:00::,"If we introduce the condition before the ? it will use this condition only_if it is true , if it finds a ? without any condition , it will enter in the last instance .",only%4:02:01::,-,,
social_affair%1:14:00::,"Key speakers at the social exclusion conference were ( left to right ) Cristina Louro , Employment , Industrial Relations and Social_Affairs Directorate , European Commission Fernando Gomes , a high degree of Committee of the Regions Barbara Weiler , Member of the European Parliament José Maria Gil-Robles , Vice-President , European Parliament and John Carroll , Economic and Social Committee .",social%3:01:00::,affair%1:09:00::,,
in_practice%4:02:00::,"In_practice , it ends_up being equated with a "" self-expression "" that encourages the youngsters ' "" self-esteem . """,-,practice%1.04.04..,,
and_then%4:02:00::,"The bond issue will go to the state courts for a friendly test_suit to test the validity of the act , and_then the sales will begin and contracts let for repair work on some of Georgia 's most heavily traveled highways .",-,then%4.02.00..,,
and_then%4:02:00::,"Saxton has made only one second-half appearance this season and that was in the Washington_State game , for four plays : he returned the kickoff 30 yards , gained five yards through the line and_then uncorked a 56 - yard touchdown run before retiring to the bench .",-,then%4.02.00..,,
and_then%4:02:00::,"Skorich , who is 39 years old , played football at Cincinnati_University and_then had a three year professional career as a lineman under Jock_Sutherland with the Pittsburgh_Steelers .",-,then%4.02.00..,,
and_then%4:02:00::,He just shot at the board and_then drew circles around the holes to form a bull's-eye .,-,then%4.02.00..,,
and_then%4:02:00::,"Such efforts almost always find themselves compelled to ask whether Adam was created capable of growing old and_then older and_then still older , in_short , whether Adam 's life was intended to be part of the process of time .",-,then%4.02.00..,,
and_then%4:02:00::,"Such efforts almost always find themselves compelled to ask whether Adam was created capable of growing old and_then older and_then still older , in_short , whether Adam 's life was intended to be part of the process of time .",-,then%4.02.00..,,
and_then%4:02:00::,"This and other fears of the solar_system have disappeared gradually , first , with the Ptolemaic_system and its built-in concept of periodicity and_then , more firmly , with the Newtonian innovation of an universal force that could account quantitatively for both terrestrial and celestial motions .",-,then%4.02.00..,,
and_then%4:02:00::,"The P.D.I. and later the Popular_Movement protected the Istiqlal 's "" privileged position "" until the fall of Balafrej , and_then the Istiqlal used the same argument , which it had previously ignored , against the pro U.N.F.P. tendencies of the Ibrahim government .",-,then%4.02.00..,,
and_then%4:02:00::,"But by the tracing procedure , he could , in a strange obviously kinesthetic manner , find the unseen form ; could piece , as_it_were , the jumbled mass together into an organized whole and_then recognize it as a man or a triangle or whatever it turned_out to be .",-,then%4.02.00..,,
and_then%4:02:00::,"Quite naturally , they make the investigation , first , by prohibiting the patient from making any movements at_all and_then , later , by repeating it and allowing the patient to move in any way he wanted to .",-,then%4.02.00..,,
and_then%4:02:00::,"In their vases were embodied the basic aesthetic and logical characteristics of Greek civilization , at_first hesitantly in Protogeometric work , and_then more confidently in the initial stages of the Geometric style .",-,then%4.02.00..,,
and_then%4:02:00::,"There were three houses in Salyer_'s_Canyon just at the foot of a low bluff , the road winding along the top , entering above , and_then passing down in_front_of the houses , thence to the Vermejo .",-,then%4.02.00..,,
and_then%4:02:00::,"And_then : "" There are lots of kids around here "" .",-,then%4.02.00..,,
and_then%4:02:00::,"And_then the questions came , eager , interested questions , and many compliments on his having overcome his infirmity .",-,then%4.02.00..,,
and_then%4:02:00::,"And_then the Amen_corner took_hold , re-enacting a form of group_participation in worship that stemmed from years before the Greek_chorus , spreading down through the African forest , overseas to the West_Indies , and then here in Alabama .",-,then%4.02.00..,,
and_then%4:02:00::,"I would have stood there and died there if left to myself , but Cousin_Simmons grabbed my arm in his viselike grip and fairly plucked me out of there ; and_then I came_to some sanity and plunged away with such extraordinary speed that I outdistanced Cousin_Simmons by_far .",-,then%4.02.00..,,
and_then%4:02:00::,She just_about made me carry her upstairs and_then she clung_to me and would n't let me go .,-,then%4.02.00..,,
and_then%4:02:00::,The secretary sighed with relief and_then the telephone clicked in Rector 's hand .,-,then%4.02.00..,,
and_then%4:02:00::,He told her of the visitors and_then of his plans .,-,then%4.02.00..,,
and_then%4:02:00::,"He found Elizabeth in the parlor and asked her to make sure everything was in_order in the residential hall , and_then to take_charge of the office while the party was here .",-,then%4.02.00..,,
and_then%4:02:00::,Watson snorted and_then laughed aloud .,-,then%4.02.00..,,
and_then%4:02:00::,"She had surprised Hans like she had surprised me when she said she 'd go , and_then she surprised him again when she came_back so quick like she must have , because when I came_in with the snow she was there with a bottle with three white feathers on its label and Hans was holding it angrily by the throat .",-,then%4.02.00..,,
and_then%4:02:00::,They waited three minutes and_then crept out on tip-toe ; the halls were empty and they passed down_the_stairs to number nine and listened at the door .,-,then%4.02.00..,,
and_then%4:02:00::,"Seems like she 's willing , but the male just flops around all day like the bashful boy who took Jeannie_May behind the barn and_then did n't know what to do , and the people at the zoo have n't got any vulture chicks to show for their trouble .",-,then%4.02.00..,,
and_then%4:02:00::,The expedition was under orders to make a swift survey of conditions and_then to return to Earth .,-,then%4.02.00..,,
and_then%4:02:00::,""" He works for my father "" , the girl said , and_then seemed to change her mind .",-,then%4.02.00..,,
and_then%4:02:00::,""" I have come to talk with you about the future of humor and comedy "" , I told him , at which he started slightly , and_then made us each a stiff drink , with a trembling hand .",-,then%4.02.00..,,
and_then%4:02:00::,"And_then Eichmann was quoted as saying , in non English , that Hitler 's plan to exterminate the Jews was nonsense "" .",-,then%4.02.00..,,
and_then%4:02:00::,"Moreland went over to stare at his peacocks again , and_then came_back and sat_down , restively .",-,then%4.02.00..,,
and_then%4:02:00::,"There had been some coconut in it , for I remember my mother 's taking a quick glance at a stringy bit of this nut on the cheek of one of them and_then putting_down her radish with a shiver .",-,then%4.02.00..,,
and_then%4:02:00::,"I asked Quasimodo recently how he accomplished this , and he replied that he had painted his model "" a beautiful shade of red and_then had her breathe on the canvas "" , which was his typical tongue-in-cheek way of chiding me for my lack of sensitivity .",-,then%4.02.00..,,
and_then%4:02:00::,"During all this time Roy continued to paint , first only on weekends , and_then , as the family_business permitted , for longer periods .",-,then%4.02.00..,,
and_then%4:02:00::,"In the best tradition , he first taught himself to see , then to draw with accuracy and assurance , and_then to paint .",-,then%4.02.00..,,
and_then%4:02:00::,"For display , Dr._Baum uses a portion of an * * f , an airborne radar indicator , and_then photographs the screen to obtain a permanent record .",-,then%4.02.00..,,
and_then%4:02:00::,"Near the end of his service he wrote that when the war was over he was going to buy two pups , name one of them "" fall-in "" and the other "" close-up "" , and_then shoot them both , "" and that will be the end of ' fall-in ' and ' close-up "" ' .",-,then%4.02.00..,,
and_then%4:02:00::,"I would tell them I got a letter from home stating that five of my Negroes had run_away and ten of Pappies But I wold say I recond he did not mind it for he had a plenty more left and_then they would lean to me like a sore_eyd kitten to a basin of milk "" .",-,then%4.02.00..,,
and_then%4:02:00::,"He took one step , two , broke_into a trot and_then into a run .",-,then%4.02.00..,,
and_then%4:02:00::,"And just as "" Laurie "" Lawrence was first attracted to bright Jo_March , who found him immature by her high standards , and_then had to content himself with her younger sister Amy , so Joe_Jastrow , who had also been writing Henrietta before he came to Johns_Hopkins , had_to content himself with her younger sister , pretty Rachel .",-,then%4.02.00..,,
and_then%4:02:00::,"( For each State , make all computations set_forth in items 1 to 8 above , and_then add the results obtained for each State in item 8 . )",-,then%4.02.00..,,
and_then%4:02:00::,"And_then , unexpectedly , Stanley made his announcement .",-,then%4.02.00..,,
and_then%4:02:00::,Mahzeer would direct the prime_minister 's attention to something out the window and would guide him forward and_then step to one side .,-,then%4.02.00..,,
and_then%4:02:00::,He paused on the landing to steady his breathing and_then bent to examine the single door by the light of the weak bulb overhead .,-,then%4.02.00..,,
and_then%4:02:00::,"The lieutenant eyed Gun 's reflection in the mirror over the washbowl and_then glanced back at his own face , moving the comb methodically around his head .",-,then%4.02.00..,,
and_then%4:02:00::,"He sucked_in his breath and kept quiet while Killpath laid down the sheet again , wound the gold wire stems of his glasses around his ears and_then , eying the report as it lay before him on the desk , intoned , "" Acting_Lieutenant_Gunnar_Matson one failed to see that the station_keeper was properly relieved two absented himself throughout the entire watch without checking on the station 's activities or the whereabouts of his section sergeants three permitted members of the Homicide_Detail of the Inspector's_Bureau to arrogate for their own convenience a patrolman who was thereby prevented from carrying_on his proper assignment four failed to notify the station commander Acting_Captain_O._T._Killpath of a homicide occurring in the district five frequented extralegal establishments known_as after-hours spots for purposes of an unofficial and purportedly social nature and six "" - he leaned_back and peeled_off his glasses "" - failed to co-operate with the Acting_Captain by returning promptly when so ordered .",-,then%4.02.00..,,
and_then%4:02:00::,"Casey watched them go , still frowning absently and_then dismissing the matter as he called_for his check .",-,then%4.02.00..,,
and_then%4:02:00::,For he remembered too well how he had brought back the loaded drinks to Burton and_then returned to the kitchen to get weaker drinks for himself .,-,then%4.02.00..,,
and_then%4:02:00::,"And_then there was a numbing blow to the heart , and another gut flattening blow to the stomach .",-,then%4.02.00..,,
and_then%4:02:00::,The herd was watered and_then thrown onto a broad grass flat which was to be the first night 's bedground .,-,then%4.02.00..,,
and_then%4:02:00::,"Later , they 'd heard the rumble of thunder and_then , just outside Rockfork , they ran_into rain .",-,then%4.02.00..,,
and_then%4:02:00::,"It was not until he moved across the porch that he became aware of them , and_then it was too late .",-,then%4.02.00..,,
and_then%4:02:00::,He spread the flight out and led them across a point of land and_then down the coast .,-,then%4.02.00..,,
and_then%4:02:00::,And_then he thought Todman might be right .,-,then%4.02.00..,,
and_then%4:02:00::,"He took a lead on the enemy , using a distance of five of the radii in his circular sight and_then added another .",-,then%4.02.00..,,
and_then%4:02:00::,"Mrs._Roebuck very kindly let me drive through Sante_Fe to a road which would , she said , lead us to Taos and_then Raton and "" eventshahleh "" out of New_Mexico .",-,then%4.02.00..,,
and_then%4:02:00::,"And_then came the water - not rain , but solid sheets that sluiced down like water slopping from a bucket .",-,then%4.02.00..,,
and_then%4:02:00::,"Then the darkness thinned , and there was light again , and_then bright sunlight .",-,then%4.02.00..,,
and_then%4:02:00::,"One_of_these_days , I 'm going to organize a gigantic exhibition that will span everything that 's being painted these days , from extreme abstract_expressionism to extreme photorealism , and_then you 'll be able to see at a glance how much artists have in_common with each other .",-,then%4.02.00..,,
and_then%4:02:00::,""" And_then I had another place farther downtown I used as a studio "" .",-,then%4.02.00..,,
and_then%4:02:00::,"Agnese , smiling too , said , "" ' Ello "" , and_then more slowly , "" I am happy "" .",-,then%4.02.00..,,
and_then%4:02:00::,"Phil turned_away and opened his locker , and_then he heard Mike_Deegan say : "" You 're yellow , Rossoff "" !",-,then%4.02.00..,,
as_such%4:02:00::,This does not mean that mythological language as_such can no_longer be used in theology and preaching .,-,such%5.00.00.much.00,,
as_such%4:02:00::,The engineering as_such never obtrudes_upon your consciousness .,-,such%5.00.00.much.00,,
as_such%4:02:00::,"There is another means which should show the direction and relative value of the stresses in viscoelastic fluids that is not mentioned as_such in the literature , and that is the shape of the suspended drops of low viscosity fluids in shear fields .",-,such%5.00.00.much.00,,
as_such%4:02:00::,It does not appear to affect the iodinating mechanism as_such .,-,such%5.00.00.much.00,,
as_such%4:02:00::,"The common codes , for religious action as_such and in their ethical aspects for everyday moral behavior , bind the devotees together .",-,such%5.00.00.much.00,,
as_such%4:02:00::,As_such it acts_as an anchor for the people .,-,such%5.00.00.much.00,,
as_such%4:02:00::,"The necessary inference , as the authors themselves interpret it , would seem to be this : "" ( 1 ) Spatial qualities are not among those grasped by the sense_of_touch , as_such .",-,such%5.00.00.much.00,,
as_such%4:02:00::,"It is as_follows : "" The usual sensitivity tests showed that the specific qualities of skin-perceptiveness ( pressure , pain , temperature ) , as_well_as the kinesthetic sensations ( muscular feelings , feelings in the tendons and joints ) , were , as_such , essentially intact , although they seemed , in_comparison_with normal reactions , to be somewhat diminished over the entire body .",-,such%5.00.00.much.00,,
as_such%4:02:00::,"But although the idea of communism is very old even in More 's day and did not spring full-clad from his imagination in 1515 , it is not communism as_such that we are concerned with .",-,such%5.00.00.much.00,,
as_such%4:02:00::,"In the Analytical phase of their Cubism , Braque and Picasso had not_only had to minimize three-dimensionality simply in_order to preserve it ; they had also had to generalize it - to the point , finally , where the illusion of depth and relief became abstracted from specific three-dimensional entities and was rendered largely as the illusion of depth and relief as_such : as a disembodied attribute and expropriated property detached from everything not itself .",-,such%5.00.00.much.00,,
as_such%4:02:00::,"An attempt should be made to see if electricity , in its most latent stage , has any action on the magnet as_such "" .",-,such%5.00.00.much.00,,
as_such%4:02:00::,"As_such , it was beyond politics and had no need of justification by a "" message "" .",-,such%5.00.00.much.00,,
be_well%2:29:00::,She hoped they were_well .,be%2.42.03..,well%3.00.01..,,
bring_together%2:35:01::,"The horrifying humor , the specifically sexual embarrassment of the joke gone_wrong , the monstrous image of the fat man dressed_up as a whore dressing_up as a baby ; the epiphany of that quivering flesh ; the bringing_together around it of the secret liaison between indolent , mindless sensuality and sharp , shrewd talent , cleverness with an occasional touch of genius ( which , however , does not know "" how to attack the problem of suffering "" ) ; the miraculous way in which music , revelation and death are associated in a single instant - all this seems a triumph of art , a rather desperate art , in itself ; beyond itself , also , it evokes numerous and distant resonances from the entire body of Mann 's work .",bring%2.35.00..,together%4.02.03..,,
bring_together%2:35:01::,"With incredible ferocity , he brought his fists together and struck .",bring%2.35.00..,together%4.02.03..,,
bring_together%2:35:01::,"The Vienna meeting will bring_together a seasoned , 67 - year-old veteran of the cold_war who , in Mr._Kennedy 's own words , is "" shrewd , tough , vigorous , well-informed and confident "" , and a 44 - year-old President ( his birthday is May 29 ) with a demonstrated capacity for political battle but little experience in international diplomacy .",bring%2.35.00..,together%4.02.03..,,
bring_together%2:35:01::,"The system well understands that one of its primary responsibilities is to bring children and books together ; consequently an experienced children 's librarian at headquarters conducts a guidance program designed to promote well-planned library activities , cooperating with the children 's librarians in member libraries by means of individual conferences , workshops , and frequent visits .",bring%2.35.00..,together%4.02.03..,,
bring_together%2:35:01::,""" The white colonnaded , cedar-roofed Southern mansion is directly traceable via the grey and buff stone of grey-skied England to the golden stucco of one particular part of the_blue South , the Palladian orbit stretching out from Vicenza : the old mind of Andrea_Palladio still smiles from behind many_an old rocking_chair on a Southern porch , the deep friezes of his architectonic music rise firm above the shallower freeze in the kitchen , his feeling for light and shade brings a glitter from a tall mint_julep , his sense of columns framing the warm velvet night has brought_together a_million couple of mating lips "" .",bring%2.35.00..,together%4.02.03..,,
bring_together%2:35:02::,"Despite the opposition of the city newspapers , the Pratt_Hall meeting "" brought_together a very respectable audience , composed in part of those who had been distinguished for years for their radical views upon the subject of slavery , of many_of our colored citizens , and of those who were attracted to the place by the novelty of such a gathering "" .",bring%2.35.00..,together%4.02.03..,,
bring_together%2:35:02::,"The group known_as the American_Association_for_Health_,_Physical_Education_,_and_Recreation ( a division of the National_Education_Association ) initiated a conference which brought_together representatives of the National_Rifle_Association , SAAMI and the American_Fishing_Tackle_Manufacturers .",bring%2.35.00..,together%4.02.03..,,
bring_together%2:35:02::,"With_that possibility in mind , Arkansas ' Wilbur_Mills deliberately delayed calling a meeting of the Committee on Committees , and coolheaded Democrats sought to bring Rayburn and Smith together again to work_out some sort_of face-saving compromise .",bring%2.35.00..,together%4.02.03..,,
but_then%4:02:00::,"But_then the so-called coffee was bad enough at_best , cold it was all_but undrinkable - especially that cup !",-,then%4.02.00..,,
by_any_means%4:02:00::,"Examples are in public utilities , making military aircraft and accessories , or where the investment and risk for a proprietorship would be too great for a much needed project impossible to achieve by_any_means other_than the corporate form , e._g. constructing major airports or dams .",-,-,means%1.04.00..,
comparable_with%5:00:00:comparable:00,"It is true , that nothing has been found comparable_with electricity by communication ; but the phenomena observed had such a degree of analogy to those depending_on electrical distribution that one could not find the slightest difference .",comparable%3.00.00..,-,,
comparable_with%5:00:00:comparable:00,"In any social_system in which communications have an importance comparable_with that of production and other human factors , a point like f in Figure 2 would ( other things being equal ) be the dwelling place for the community leader , while e and h would house the next most important citizens .",comparable%3.00.00..,-,,
for_the_first_time%4:02:00::,A bright sun and brisk wind had the track in a fast condition for_the_first_time this week and 8280 St._Patty_Day celebrants bet $ 842617 on the well prepared program .,-,-,first%4.02.00..,time%1.11.00..
for_the_first_time%4:02:00::,"The third method was , to our knowledge , successfully applied for_the_first_time by C._Sheer and co-workers ( Ref. 2 ) .",-,-,first%4.02.00..,time%1.11.00..
for_the_first_time%4:02:00::,"Feelings of a community of interest will have_to be recreated - in some of the new nations , indeed , they must be built for_the_first_time - on a new basis which looks toward the future and does not rely only on shared memories of the past .",-,-,first%4.02.00..,time%1.11.00..
for_the_first_time%4:02:00::,"The pain in itself was neutral ; but unfortunately the rabbit , on no grounds at_all , took_up toward this neutral object an attitude of disapproval and that made it for_the_first_time , and in the only intelligible sense , bad .",-,-,first%4.02.00..,time%1.11.00..
for_the_first_time%4:02:00::,"It was the collage that made the terms of_this dilemma clear : the representational could be restored and preserved only on the flat and literal surface now that illusion and representation had become , for_the_first_time , mutually_exclusive alternatives .",-,-,first%4.02.00..,time%1.11.00..
for_the_first_time%4:02:00::,"Watson turned_away , sickened for_the_first_time in many months .",-,-,first%4.02.00..,time%1.11.00..
for_the_first_time%4:02:00::,"For_the_first_time , he let himself be sad about the move .",-,-,first%4.02.00..,time%1.11.00..
for_the_first_time%4:02:00::,"The giant electric signs and marquees were lit_up for_the_first_time since blackout regulations had been instituted , and the atmosphere was alive with the feeling that victory was just around_the_corner .",-,-,first%4.02.00..,time%1.11.00..
for_the_first_time%4:02:00::,For_the_first_time in his life he forgot the lyrics midway through and had to cover_up by humming the rest .,-,-,first%4.02.00..,time%1.11.00..
for_the_first_time%4:02:00::,I heard the Classical_Symphony for_the_first_time when Koussevitzky conducted it in Paris in 1927 .,-,-,first%4.02.00..,time%1.11.00..
freeman%1:18:00::,All I ever wanted was to be a free_man in my own country .,free%3.00.00..,man%1.18.00..,,
full_of_life%5:00:00:animated:00,""" I would like them to appear very busy today , not busy exactly , but joyous , exuberant , full_of_life .",full%3.00.00..,-,life%1.07.01..,
get_together%2:41:00::,If only they and Fausto_Cleva in the_pit had got_together a_bit more .,get%2.30.00..,together%4.02.05..,,
important-looking%5:00:00:impressive:00,It was the most important-looking cradle he had ever seen .,important%3.00.00..,looking%5.00.00.superficial.00,,
in_good_order%4:02:00::,"Then we have informed a large_number of our crew that when they reach the United_States , they will be punished but that in the meanwhile , they may run loose and are expected to perform their jobs in_good_order .",-,good%3.00.01..,order%1.26.02..,
in_practice%4:02:00::,"Large_numbers of potential builders have been investigated , but none have been found to be as effective as the polyphosphates over the relatively wide range of conditions met in_practice .",-,practice%1.04.04..,,
in_practice%4:02:00::,The constancy of p and the independence are the conditions most likely to give trouble in_practice .,-,practice%1.04.04..,,
in_practice%4:02:00::,"Although Utopian communism is both new in 1516 and also modern , it is not modern communism or even modern socialism , as they exist or have ever existed in_theory or in_practice .",-,practice%1.04.04..,,
in_practice%4:02:00::,"This is true for two reasons : because Communism is both doctrinally , and in_practice , antithetical to these conditions ; and because Communists have the will and , as long as Soviet power remains intact , the capacity to prevent their realization .",-,practice%1.04.04..,,
in_some_way%4:02:00::,"As_long_as his material is Americana , can in_some_way be ascribed to the masses and appears "" democratic "" to his audience , he remains satisfied .",-,-,way%1.07.01..,
in_some_way%4:02:00::,"If he had been "" liquidated "" in_some_way , he would have become a martyr , a rallying_point for people who shared his ideas .",-,-,way%1.07.01..,
in_some_way%4:02:00::,"We must avoid the notion , suggested to some people by examples such_as those just mentioned , that ideas are "" units "" in_some_way comparable_to coins or counters that can be passed intact from one group of people to another or even , for_that_matter , from one individual to another .",-,-,way%1.07.01..,
in_some_way%4:02:00::,"While the phonemes can be very easily stated , no one is likely to be satisfied with the statement until phonemic occurrences can be related in_some_way to morphemic units , i._e. until the morphophonemics is worked_out , or at_least far enough that it seems reasonable to expect success .",-,-,way%1.07.01..,
in_the_long_run%4:02:00::,"Department_stores were built_on dry_goods , especially ladies ' fashions , and in this area , in_the_long_run , the suburban branches will be hard_put to compete against downtown .",-,-,long%3.00.02..,run%1.14.00..
in_the_long_run%4:02:00::,"Can God be mocked , ever , in_the_long_run ?",-,-,long%3.00.02..,run%1.14.00..
in_unison%4:02:02::,"And the sheep said - all in_unison , I have no_doubt - ' Ba-a-a ' !",-,unison%1.07.02..,,
lose_weight%2:29:00::,"In the quantity of 900 calories a day , anyone will lose_weight on_it - 20 , 30 or 40 lbs . "" .",new sense,weight%1.07.00..,,
only_if%4:02:00::,The proper correlation of the art with the academic can be achieved only_if this standard is observed .,only%4.02.02..,-,,
only_when%4:02:00::,Usually it is only_when they approach shallow water on the shore that they build_up to their terrifying heights .,only%4.02.02..,-,,
only_when%4:02:00::,"Here there may be an analogy with cancer : we can detect cancers by their rapidly accelerating growth , determinable only_when related_to the more normal rate of healthy growth .",only%4.02.02..,-,,
only_when%4:02:00::,Entries are summarized only_when by doing so the amount of information retained in the dictionary is reduced and the time required for dictionary operations is decreased .,only%4.02.02..,-,,
physical_structure%1:08:00::,They do not destroy physical_structures as is true of high_explosives .,physical%5.00.00.material.01,structure%1.06.00..,,
under_that%4:02:00::,"On the right window , at eye level , in smaller print but also in gold , was Gonzalez , Prop. , and under_that , Se_Habla_Espanol .",-,-,,
used_to%5:00:00:accustomed:00,"Bern demands that the Lord's_Supper be administered here as it used_to be , with unleavened_bread .",use%2.41.03..,-,,
used_to%5:00:00:accustomed:00,"It was just me and Eileen getting drunk together like we used_to in the old days , and me staring at her across the table crazy to get my hands on her partly because I wanted to wring her neck because she was so ornery but mostly because she was so wonderful to touch .",use%2.41.03..,-,,
used_to%5:00:00:accustomed:00,"A dominant motive is the poet 's longing for his homeland and its boyhood associations : "" Not men folk , but the fields where I would stray , The stones where as a child I used_to play "" .",use%2.41.03..,-,,
used_to%5:00:00:accustomed:00,"Only Walter_Lippman envisioned the possibility of our having "" outlived most_of what we used_to regard_as the program of our national purposes "" .",use%2.41.03..,-,,
very_much%4:02:01::,"There were many letters of strong protest against the portrait of the Anglican clergyman , who was indeed portrayed as a man not particularly concerned with religious matters and without really very_much to do as clergyman .",very%4.02.00..,much%4.02.00..,,
very_much%4:02:01::,Henri has always had shapely legs from swimming and water_skiing and really does n't have to work them very_much .,very%4.02.00..,much%4.02.00..,,
very_much%4:02:01::,"Aeschbacher 's work is very_much akin to Schnabel 's , but the sound on his Decca disc is dated , and you will have a hard_time locating a copy of it .",very%4.02.00..,much%4.02.00..,,
very_much%4:02:01::,"We are desperately in the need of such invention , for man is still very_much at the mercy of man .",very%4.02.00..,much%4.02.00..,,
very_much%4:02:01::,The fear of disease was formerly very_much the kind of fear I have tried to describe .,very%4.02.00..,much%4.02.00..,,
very_much%4:02:01::,"The variation in the 3 - cm emission of the moon during a lunation is very_much less_than the variation in the 8.6 - mm emission , as would be expected from the explanation of Piddington and Minnett ( 1949 ) .",very%4.02.00..,much%4.02.00..,,
very_much%4:02:01::,"However , one does not need to know very_much .",very%4.02.00..,much%4.02.00..,,
very_much%4:02:01::,"But now I think I hate it very_much "" .",very%4.02.00..,much%4.02.00..,,
very_much%4:02:01::,"The attitudes which the Rebs and Yanks took toward each other were very_much the same and ranged over the same gamut of feeling , from friendliness to extreme hatred .",very%4.02.00..,much%4.02.00..,,
very_much%4:02:01::,This may be because the Athabascan divergence began earlier ; or again because the Athabascan languages spread over a very_much larger territory ( including three wholly separated areas ) ; or both .,very%4.02.00..,much%4.02.00..,,
very_much%4:02:01::,"The differentiation however is not very_much greater , as shown by the fact that Athabascan shows 3.46 stems per meaning slot as against 2.75 for Yokuts , with a slightly greater number of languages represented in our sample : 24 as against 21 .",very%4.02.00..,much%4.02.00..,,
very_much%4:02:01::,"Mr._Skyros was not a man who thought very_much about moral_principles ; he found money much more interesting ; but all_the_same he thought now , uneasily , of the way in which Angelo earned his living - and paid for his own stuff - and eyed the soft smile , and the spaniel like dark eyes , and he felt a_little ill .",very%4.02.00..,much%4.02.00..,,
very_much%4:02:01::,"Not very_much later , but when things had settled_down a_little .",very%4.02.00..,much%4.02.00..,,
very_much%4:02:01::,He said he wanted very_much to listen .,very%4.02.00..,much%4.02.00..,,